"Date"	"MSFT"	"F"	"CRAY"	"GOOG"	"HPQ"	"YHOO"	"JAVA"	"DELL"	"AAPL"	"IBM"	"LNVGY"	"CSCO"	"BAC"	"INTC"	"AMD"	"SNE"	"NVDA"	"AMZN"	"CREAF"	"EK"
01/03/05	26.74	14.71	19.00	202.71	21.05	38.18	20.44	41.79	31.64	97.75	6.10	19.32	46.46	23.07	21.41	38.71	7.86	44.52	14.88	32.48
01/04/05	26.84	14.66	17.36	194.50	20.91	36.58	18.52	40.52	31.97	96.70	5.95	18.56	45.82	22.61	20.21	38.00	7.49	42.14	14.30	32.49
01/05/05	26.78	14.43	16.52	193.51	21.00	36.13	18.80	40.25	32.25	96.50	5.60	18.57	45.25	22.39	19.75	37.95	7.56	41.77	14.36	32.35
01/06/05	26.75	14.45	16.48	188.55	20.96	35.43	18.40	40.18	32.28	96.20	5.50	18.85	45.22	22.46	19.72	37.88	7.49	41.05	14.11	31.90
01/07/05	26.67	14.65	15.64	193.85	20.84	35.96	18.48	40.19	34.62	95.78	5.50	18.72	44.73	22.80	19.92	38.22	7.35	42.32	14.57	31.20
01/10/05	26.80	14.55	16.00	195.06	20.81	36.32	18.44	40.97	34.48	95.68	5.60	18.72	45.29	22.88	20.13	38.75	7.36	41.84	15.12	31.33
01/11/05	26.73	14.43	15.60	193.54	20.05	35.66	18.12	41.08	32.28	95.00	5.65	18.64	45.18	22.54	14.86	39.06	7.14	41.64	15.63	31.05
01/12/05	26.78	14.32	15.76	195.38	20.04	36.14	18.44	40.93	32.73	95.21	5.65	18.93	45.06	23.16	15.02	39.24	7.08	42.30	15.58	31.30
01/13/05	26.27	14.08	15.68	195.33	19.95	35.33	18.32	40.29	34.90	94.45	5.49	18.78	44.50	22.82	15.16	39.07	7.15	42.60	15.41	31.01
01/14/05	26.12	14.06	15.96	199.97	20.07	36.70	16.88	40.29	35.10	94.10	5.50	18.88	44.89	23.02	15.16	39.45	7.17	44.55	15.75	31.89
01/18/05	26.32	14.08	15.92	203.90	20.43	37.18	17.80	40.30	35.32	94.90	5.60	18.74	45.73	22.94	15.50	39.30	7.29	44.58	16.89	31.73
01/19/05	25.98	13.93	15.24	197.30	20.28	36.45	16.68	40.06	34.94	93.10	5.65	18.15	44.97	22.60	15.50	38.80	7.12	43.96	16.37	31.87
01/20/05	25.86	13.46	15.16	193.92	20.02	35.78	16.96	40.10	35.23	93.00	5.45	18.32	45.31	22.58	15.64	37.11	7.14	42.36	13.90	31.72
01/21/05	25.65	13.11	15.16	188.28	19.99	35.30	16.68	40.04	35.24	92.38	5.25	18.01	45.09	22.42	15.49	36.55	7.15	41.16	14.49	31.92
01/24/05	25.67	13.07	14.60	180.72	19.89	33.93	16.36	40.00	35.38	91.79	5.60	17.75	45.22	21.99	15.16	36.60	6.86	40.38	13.19	31.72
01/25/05	26.02	13.23	14.88	177.12	19.66	34.04	16.56	40.35	36.02	92.19	5.45	17.51	45.59	22.26	15.75	36.34	6.98	40.94	13.56	31.55
01/26/05	26.01	13.35	15.12	189.24	19.59	35.47	16.60	40.45	36.12	91.95	5.45	17.69	45.77	22.42	15.98	36.94	7.07	41.34	13.76	31.66
01/27/05	26.11	13.19	15.60	188.08	19.49	34.73	16.48	40.78	36.32	91.98	5.30	18.18	45.53	22.31	16.12	36.89	7.64	42.31	13.58	32.29
01/28/05	26.18	13.14	15.60	190.34	19.34	34.62	17.04	41.06	36.99	92.89	5.15	17.90	45.70	22.24	15.71	36.60	7.63	42.22	13.60	32.70
01/31/05	26.28	13.17	15.40	195.62	19.59	35.21	17.44	41.76	38.45	93.42	5.25	18.04	46.37	22.45	15.80	37.02	7.64	43.22	13.72	33.09
02/01/05	26.39	13.08	15.24	191.90	19.82	34.75	17.68	41.62	38.76	93.86	5.45	18.13	46.68	22.63	16.27	37.12	7.79	42.48	13.14	33.15
02/02/05	26.46	13.27	14.84	205.96	19.57	35.54	17.56	41.45	39.82	94.30	5.45	18.15	46.73	22.58	16.66	36.99	8.22	41.88	12.90	33.80
02/03/05	26.18	13.11	14.60	210.86	19.90	35.09	17.04	41.17	38.90	93.54	5.40	17.52	46.40	22.38	16.67	36.65	8.13	35.75	13.10	33.70
02/04/05	26.32	13.22	14.08	204.36	20.45	35.02	17.28	41.51	39.42	94.51	5.25	17.90	46.89	23.00	17.49	36.90	8.60	35.72	13.16	34.32
02/07/05	26.16	13.42	14.24	196.03	20.37	34.47	17.20	41.44	39.47	94.53	5.65	18.16	46.64	22.91	17.22	36.94	8.50	35.69	13.35	34.65
02/08/05	26.24	13.16	14.64	198.64	20.14	34.36	17.00	41.02	40.45	94.13	5.95	18.24	46.89	23.41	17.64	37.11	8.58	36.30	13.57	34.76
02/09/05	26.07	13.12	14.12	191.58	21.53	33.59	16.80	40.99	39.37	92.70	5.95	17.63	46.44	23.30	17.94	37.20	8.28	35.89	13.01	34.13
02/10/05	26.06	13.10	13.68	187.98	21.48	33.44	16.96	41.57	39.18	92.76	5.90	17.58	46.93	23.50	17.75	37.49	8.47	35.78	13.24	34.08
02/11/05	25.97	13.06	13.72	187.40	21.30	34.15	17.20	39.99	40.60	93.30	5.85	17.70	46.82	24.17	18.11	37.74	8.72	35.78	13.18	34.71
02/14/05	26.01	13.10	14.64	192.99	20.77	34.33	17.00	39.56	42.32	93.57	5.75	17.97	46.93	24.31	18.24	38.14	8.54	36.03	12.96	34.66
02/15/05	25.93	13.16	14.92	195.23	21.12	33.98	17.08	40.20	44.20	94.33	5.80	17.92	47.06	24.47	17.68	38.24	8.61	36.14	13.03	34.52
02/16/05	25.79	13.25	14.92	198.41	21.06	34.42	17.00	40.60	45.06	94.62	5.70	17.71	46.77	24.14	17.45	37.78	8.58	35.66	12.99	34.34
02/17/05	25.65	13.00	14.36	197.90	20.86	33.82	16.60	40.34	43.90	93.75	5.45	17.45	46.36	23.63	17.06	37.55	8.51	35.69	12.89	34.15
02/18/05	25.48	12.96	14.48	197.95	21.00	33.60	16.64	40.55	43.40	93.27	5.45	17.30	45.74	24.02	16.90	37.76	9.43	35.31	12.63	34.00
02/22/05	25.23	12.76	14.00	191.37	20.57	32.79	16.28	40.31	42.64	92.32	5.60	17.31	45.20	23.76	17.00	37.81	9.55	34.72	12.19	33.61
02/23/05	25.20	12.81	13.88	193.95	20.36	32.12	16.60	39.90	44.12	92.10	5.45	17.28	45.73	23.31	16.60	37.76	9.24	34.14	11.77	33.65
02/24/05	25.37	12.80	13.80	188.89	20.44	31.48	16.88	40.21	44.46	92.64	5.55	17.18	46.20	23.70	17.62	37.71	9.48	34.69	11.49	34.17
02/25/05	25.25	13.00	14.32	185.87	20.66	31.73	16.72	40.20	44.50	92.80	5.70	17.20	46.79	24.09	17.77	38.00	9.62	34.99	11.70	33.92
02/28/05	25.16	12.65	15.04	187.99	20.80	32.27	16.88	40.09	44.86	92.58	5.65	17.42	46.65	23.99	17.45	37.79	9.67	35.18	11.33	33.99
03/01/05	25.28	12.67	14.52	186.06	20.72	32.30	16.76	40.40	44.50	93.30	5.60	17.50	47.08	24.62	17.96	38.29	9.64	35.39	11.70	33.88
03/02/05	25.26	12.47	14.28	185.18	20.70	32.23	16.88	40.29	44.12	92.92	5.55	17.74	46.57	24.52	17.65	38.13	9.36	35.50	11.69	33.45
03/03/05	25.17	12.50	14.32	187.00	20.81	32.31	16.84	40.00	41.79	92.41	5.70	17.80	46.33	24.50	17.52	38.23	9.23	35.65	11.78	33.75
03/04/05	25.17	12.40	14.40	185.90	20.56	32.36	17.44	40.87	42.81	92.37	5.80	18.04	46.78	24.68	17.43	38.54	9.19	35.85	11.53	34.00
03/07/05	25.47	12.52	13.84	188.81	20.87	33.09	17.92	40.49	42.75	91.60	5.90	18.24	46.47	25.11	17.47	39.31	9.29	36.32	11.35	34.40
03/08/05	25.40	12.45	13.84	185.20	20.92	33.16	17.48	40.22	40.53	92.13	5.85	18.12	46.26	24.80	17.12	41.02	8.82	35.83	11.26	33.87
03/09/05	25.31	12.34	13.16	181.35	20.64	32.32	17.44	40.16	39.35	92.35	6.00	18.53	45.70	24.84	16.94	40.65	8.59	35.40	11.17	33.38
03/10/05	25.43	12.37	12.76	179.98	20.59	31.91	17.52	40.17	39.83	92.41	6.55	18.71	45.86	24.85	17.02	40.65	8.58	34.91	11.10	33.61
03/11/05	25.09	12.39	12.64	177.80	19.94	31.65	17.80	39.71	40.27	91.51	6.55	18.45	45.77	24.20	16.36	40.67	8.39	34.75	11.44	34.20
03/14/05	25.11	12.39	12.84	174.99	20.20	31.32	17.56	39.50	40.32	91.90	6.35	18.54	45.80	24.27	16.44	40.64	8.63	34.60	11.55	34.30
03/15/05	24.91	12.23	12.60	178.61	20.14	31.94	17.40	39.06	40.96	91.38	6.25	18.25	45.54	23.88	16.07	40.32	8.45	34.18	11.31	33.50
03/16/05	24.63	11.91	12.04	175.60	20.22	31.58	16.76	38.70	41.18	90.65	6.35	18.07	44.80	23.54	16.03	40.61	8.31	33.87	11.00	32.91
03/17/05	24.54	11.67	8.92	179.29	20.38	31.61	16.92	38.20	42.25	89.86	6.30	18.03	44.78	23.41	16.12	41.11	8.23	33.97	10.90	33.19
03/18/05	24.31	11.39	9.40	180.04	20.10	31.11	16.96	38.50	42.96	89.28	6.30	17.80	44.94	23.41	16.08	41.19	8.06	34.16	10.30	32.37
03/21/05	24.20	11.51	9.44	180.88	20.15	31.62	16.84	38.42	43.70	89.51	6.40	17.94	44.30	23.50	15.75	40.83	8.34	33.67	10.21	32.29
03/22/05	23.99	11.17	9.48	178.60	20.01	30.99	16.12	38.04	42.83	89.50	6.45	17.92	43.66	23.02	15.38	41.47	8.19	33.15	10.02	32.03
03/23/05	24.18	10.99	9.92	178.98	19.76	30.87	16.32	38.43	42.55	90.52	6.30	17.75	43.98	23.39	15.65	41.14	8.36	33.18	10.01	32.25
03/24/05	24.28	11.29	9.92	179.25	19.81	31.41	16.12	38.38	42.50	90.70	6.50	17.88	43.75	23.18	16.12	41.28	8.38	32.88	10.12	32.23
03/28/05	24.20	11.22	9.52	181.42	19.79	32.25	16.12	38.18	42.53	91.04	6.60	17.89	44.29	23.30	15.47	41.16	8.29	33.39	9.95	32.47
03/29/05	23.92	11.27	9.60	179.57	21.78	32.16	16.36	38.14	41.75	90.60	6.70	17.75	43.89	23.15	15.42	39.32	8.10	33.43	9.50	32.30
03/30/05	24.16	11.44	10.00	180.45	22.00	33.48	16.36	38.55	42.80	90.68	6.74	18.03	44.02	23.49	16.21	39.87	8.10	34.32	9.40	32.46
03/31/05	24.17	11.33	10.20	180.51	21.94	33.90	16.16	38.42	41.67	91.38	6.90	17.89	44.10	23.23	16.12	40.02	7.92	34.27	9.70	32.55
04/01/05	24.12	11.18	9.96	180.04	21.71	34.28	16.20	38.03	40.89	90.44	6.80	17.70	44.01	23.01	16.19	39.33	7.85	34.01	9.55	31.31
04/04/05	24.23	11.09	9.92	185.29	21.91	35.07	16.08	38.68	41.09	90.32	6.45	17.67	44.16	22.93	15.95	39.26	7.80	35.00	9.59	31.61
04/05/05	24.47	11.10	10.28	188.57	21.56	35.15	16.08	39.13	41.89	89.57	6.45	17.82	44.31	23.13	15.85	39.74	7.66	35.28	9.40	32.04
04/06/05	24.67	11.11	10.72	189.22	21.77	34.49	16.08	38.15	42.33	89.00	6.50	17.77	44.60	23.05	15.74	40.00	7.78	34.82	9.45	32.10
04/07/05	25.10	11.30	10.92	193.76	21.80	35.07	16.48	38.50	43.56	88.44	6.55	18.15	44.83	23.41	16.19	40.54	7.92	34.90	9.71	32.52
04/08/05	24.94	11.03	10.64	192.05	21.64	34.76	16.44	38.18	43.74	87.60	6.50	17.90	44.68	23.29	17.09	40.34	7.82	34.60	9.98	32.91
04/11/05	24.97	10.44	10.08	193.23	21.57	34.60	16.20	37.89	41.92	86.20	6.65	17.99	44.98	23.12	17.02	40.05	7.67	34.60	10.12	32.45
04/12/05	25.32	10.06	10.04	193.96	21.71	34.28	16.24	37.61	42.66	85.75	6.65	18.24	45.52	23.22	17.23	39.99	7.76	34.63	10.26	32.90
04/13/05	25.04	10.05	9.52	192.93	21.95	33.60	16.08	36.91	41.04	84.57	6.65	18.00	45.11	22.82	17.06	39.11	7.44	34.30	10.24	31.84
04/14/05	24.84	9.75	9.00	191.45	21.75	33.46	15.84	36.18	37.26	83.64	6.55	17.81	44.68	22.49	16.26	38.24	7.38	33.97	9.88	31.48
04/15/05	24.46	9.50	8.96	185.00	20.84	32.46	14.64	35.56	35.35	76.70	6.40	17.20	44.28	22.12	15.45	36.78	7.12	33.02	9.95	30.85
04/18/05	24.65	9.34	8.56	186.97	20.44	32.55	14.28	35.37	35.62	76.65	6.15	17.02	44.73	22.21	15.28	36.23	7.07	33.00	9.73	31.01
04/19/05	24.63	9.28	8.08	191.40	20.65	33.22	14.24	35.62	37.09	75.48	6.20	17.18	44.93	22.63	15.28	37.07	7.32	32.78	9.85	30.99
04/20/05	24.32	9.34	7.80	198.10	20.59	34.65	14.00	35.99	35.51	72.01	6.15	17.19	44.23	22.66	14.65	36.36	7.09	33.25	9.75	30.17
04/21/05	25.28	9.82	8.40	204.22	21.08	35.87	14.24	36.85	37.18	74.03	6.25	17.68	44.39	23.36	14.99	37.61	7.49	33.73	10.11	30.40
04/22/05	24.98	9.89	8.40	215.81	20.78	34.87	13.96	36.31	35.50	74.21	6.35	17.43	44.37	23.24	14.60	36.84	7.42	33.04	8.84	27.55
04/25/05	24.99	9.79	9.00	223.53	21.10	35.49	14.08	36.71	36.98	74.61	6.35	17.48	44.83	23.41	14.70	37.58	7.53	33.53	8.51	26.83
04/26/05	24.76	9.57	8.32	218.75	20.47	35.00	13.92	35.52	36.19	75.43	6.35	17.28	44.61	23.32	14.62	36.49	7.50	32.71	8.51	26.19
04/27/05	24.99	9.44	8.28	219.78	20.17	34.95	14.16	34.83	35.95	77.05	6.35	17.25	44.87	23.51	14.51	36.84	7.21	31.72	8.60	26.00
04/28/05	24.45	9.14	8.04	219.45	20.30	34.33	13.76	34.92	35.54	75.91	6.40	17.14	44.69	23.19	14.16	36.10	7.24	32.52	8.43	25.75
04/29/05	25.30	9.11	8.56	220.00	20.47	34.50	14.48	34.83	36.06	76.38	6.35	17.27	45.04	23.52	14.23	36.71	7.31	32.36	8.23	25.00
05/02/05	25.23	9.22	8.72	222.29	20.97	34.38	15.04	34.96	36.43	76.51	6.42	17.26	45.34	23.55	14.32	37.16	7.29	33.10	8.42	25.29
05/03/05	25.36	9.47	8.40	226.19	21.00	34.28	15.28	35.75	36.21	76.47	6.50	17.31	45.36	23.83	14.36	36.98	7.25	33.21	8.46	25.41
05/04/05	25.21	10.16	8.60	228.50	21.03	35.18	15.48	36.83	37.15	77.08	6.60	17.65	45.97	24.11	14.68	37.68	7.48	33.96	8.65	25.83
05/05/05	25.23	9.70	8.40	226.98	20.93	34.71	15.32	37.02	36.68	75.50	6.65	18.00	45.85	24.26	14.74	37.81	7.62	33.96	8.51	25.88
05/06/05	25.22	9.76	8.20	228.02	20.98	34.52	15.44	37.15	37.24	75.25	6.80	18.02	45.49	24.49	14.90	38.25	7.73	34.52	8.48	25.72
05/09/05	25.11	9.95	8.32	226.02	20.74	34.59	15.40	36.87	36.97	74.98	6.67	18.21	45.73	24.80	15.05	38.30	7.87	34.64	8.87	25.72
05/10/05	24.90	9.78	5.88	227.80	20.45	34.06	15.16	36.47	36.42	73.30	6.50	18.21	45.38	24.67	15.07	37.38	7.56	34.23	8.39	25.45
05/11/05	24.91	9.64	5.40	231.29	20.56	34.88	15.88	36.54	35.61	73.28	6.60	18.55	45.66	24.77	15.09	37.49	7.44	33.82	8.60	26.58
05/12/05	25.00	9.35	5.36	228.72	20.15	34.71	15.80	36.61	34.13	72.62	6.70	18.70	45.34	24.84	15.30	36.96	7.60	33.85	8.37	26.32
05/13/05	25.30	9.30	5.40	229.24	20.62	34.82	15.76	39.33	34.77	73.16	6.60	18.89	45.13	25.12	15.48	37.10	8.45	33.90	8.40	26.43
05/16/05	25.49	9.41	5.76	231.05	21.01	35.45	15.84	39.35	35.55	74.34	6.75	19.09	45.85	25.33	15.67	37.21	8.48	34.54	8.22	26.44
05/17/05	25.46	9.31	5.96	233.13	21.55	35.68	15.92	39.73	35.36	74.29	6.55	19.06	46.14	25.70	15.64	36.87	8.57	34.73	8.03	26.53
05/18/05	25.70	9.92	6.40	239.16	22.55	35.95	15.64	39.60	35.84	76.36	6.65	19.24	46.65	25.93	15.82	36.92	8.63	35.33	7.92	27.11
05/19/05	25.92	10.01	6.60	239.18	22.51	36.75	15.56	39.99	37.55	77.16	6.60	19.38	46.45	26.01	15.86	37.78	8.62	35.59	8.09	26.88
05/20/05	25.74	10.00	6.24	241.61	22.50	36.33	15.76	39.99	37.55	76.41	6.55	19.47	46.57	26.35	16.00	37.35	8.77	35.50	8.05	27.20
05/23/05	25.85	10.17	5.92	255.45	22.55	36.80	15.56	39.99	39.76	76.51	6.45	19.55	46.55	26.50	15.95	38.20	8.97	35.68	8.04	26.73
05/24/05	25.75	9.98	5.92	256.00	22.72	36.63	15.36	40.25	39.70	75.81	6.35	20.00	46.61	26.96	16.12	38.05	9.10	35.54	7.94	26.60
05/25/05	25.71	9.96	5.52	260.81	22.82	36.27	15.20	40.23	39.78	76.00	6.25	19.62	46.54	27.00	16.16	37.45	8.98	35.25	7.89	26.51
05/26/05	25.90	10.03	5.60	259.20	23.00	37.14	15.28	40.40	40.74	77.14	6.15	19.90	46.71	27.37	16.36	37.62	9.24	35.45	8.05	26.79
05/27/05	26.07	10.07	5.92	266.00	22.77	37.27	15.48	40.31	40.56	77.10	6.20	19.79	46.65	27.39	16.21	37.70	9.18	35.50	7.97	26.73
05/31/05	25.80	9.98	5.84	277.27	22.51	37.20	15.24	39.93	39.76	75.55	6.30	19.40	46.32	26.96	16.40	37.27	9.04	35.51	7.80	26.28
06/01/05	25.81	9.92	6.64	288.00	22.68	38.42	15.60	40.30	40.30	76.84	6.30	19.64	46.29	27.29	16.72	37.50	9.12	36.50	7.84	26.57
06/02/05	25.79	10.27	7.04	287.90	22.68	38.50	15.16	40.60	40.04	77.35	6.35	19.88	46.18	27.59	17.05	37.37	9.46	36.41	7.81	26.94
06/03/05	25.43	9.90	6.60	280.26	22.72	37.92	14.64	40.16	38.24	75.79	6.40	19.40	45.78	27.33	17.08	36.70	9.44	35.59	7.57	26.68
06/06/05	25.37	9.96	6.44	290.94	22.58	38.52	14.48	40.68	37.92	75.00	6.50	19.38	45.90	27.17	17.01	36.68	9.35	35.77	7.56	26.49
06/07/05	25.51	10.06	6.32	293.12	22.51	37.44	14.44	40.39	36.54	75.04	6.45	19.41	45.86	26.86	17.56	36.40	9.12	35.35	7.40	26.57
06/08/05	25.40	10.09	6.48	279.56	22.43	36.63	14.48	40.41	36.92	74.80	6.30	19.41	45.91	27.10	17.80	36.39	9.06	34.83	7.80	26.48
06/09/05	25.51	10.02	6.80	286.31	22.76	37.45	14.40	40.33	37.65	74.93	6.10	19.47	46.09	27.70	18.21	36.22	9.44	35.20	7.76	26.40
06/10/05	25.43	10.33	6.84	282.50	23.50	36.81	14.76	39.63	35.81	74.77	6.10	19.24	46.00	26.98	17.57	35.85	9.33	34.95	7.83	26.37
06/13/05	25.31	10.52	6.36	282.75	23.89	36.90	14.56	39.98	35.90	75.05	5.90	19.30	45.92	27.00	17.32	35.68	9.54	34.87	7.69	26.68
06/14/05	25.36	10.82	6.46	278.35	23.85	36.80	14.40	40.08	36.00	74.89	5.90	19.18	45.97	26.70	17.08	35.93	8.97	35.04	7.57	27.12
06/15/05	25.26	11.16	6.36	274.80	23.88	36.32	14.84	40.66	37.13	76.30	6.05	19.32	46.60	26.94	17.05	35.96	8.95	35.24	7.69	27.89
06/16/05	25.04	11.37	6.48	277.44	23.90	36.40	15.42	40.77	37.98	77.05	6.15	19.53	46.43	27.12	17.39	36.24	8.99	35.58	7.80	28.13
06/17/05	25.04	11.28	6.60	280.30	23.91	36.30	15.48	40.75	38.31	76.39	6.10	19.53	46.64	27.12	17.44	36.29	8.97	35.31	7.67	27.93
06/20/05	25.11	11.11	7.00	286.70	23.85	36.45	15.44	40.45	37.61	76.55	6.10	19.60	46.71	26.90	17.53	35.39	9.11	35.69	7.53	27.89
06/21/05	25.15	11.17	6.68	287.84	24.61	36.95	15.40	40.42	37.86	76.41	6.00	19.77	47.08	27.18	17.80	35.50	9.20	35.38	7.58	27.61
06/22/05	25.07	10.68	6.64	289.30	24.50	36.90	15.32	40.45	38.55	77.23	6.15	19.80	47.07	27.11	17.91	35.62	9.19	35.22	7.52	27.77
06/23/05	25.31	10.40	6.32	289.71	24.39	36.20	15.00	39.86	38.89	75.41	6.10	19.78	46.60	26.77	17.62	35.31	9.33	35.43	7.50	27.36
06/24/05	25.04	10.21	6.04	297.25	23.80	36.09	14.80	39.49	37.76	74.01	5.95	19.30	46.75	26.10	17.17	35.28	9.03	35.02	7.42	26.57
06/27/05	25.05	10.12	5.64	304.10	23.51	35.68	14.76	39.27	37.10	73.88	5.99	19.03	46.40	25.86	16.67	34.90	8.96	34.50	6.64	26.55
06/28/05	25.07	10.40	5.24	302.00	23.66	35.80	14.96	39.55	37.31	75.30	6.05	19.16	46.67	26.33	17.70	34.76	9.02	33.71	6.67	26.65
06/29/05	25.09	10.41	4.72	292.72	24.07	34.94	15.16	39.57	36.37	74.73	6.00	19.36	46.91	26.25	17.37	34.64	8.93	33.35	6.55	26.96
06/30/05	24.84	10.24	4.96	294.15	23.51	34.65	14.92	39.46	36.81	74.20	6.00	19.08	45.61	26.02	17.34	34.44	8.91	33.09	6.46	26.85
07/01/05	24.71	10.31	4.88	291.25	23.48	34.44	14.60	39.34	36.50	74.67	5.95	18.99	44.98	26.21	17.45	34.53	8.95	32.91	6.63	26.77
07/05/05	24.98	10.40	5.12	295.71	23.71	34.60	14.56	39.85	37.98	74.79	6.00	18.82	45.11	26.68	18.04	34.29	9.09	34.08	6.39	27.01
07/06/05	24.70	10.35	5.12	291.52	23.96	34.12	14.80	39.44	37.39	75.81	6.00	18.82	44.70	26.50	18.51	34.64	9.33	34.06	6.38	27.06
07/07/05	24.65	10.27	5.12	295.54	24.15	34.63	14.40	39.44	37.63	77.38	5.85	18.84	44.68	26.56	18.73	34.58	9.27	33.96	6.38	26.90
07/08/05	25.09	10.42	5.24	296.23	24.28	34.62	14.52	39.79	38.25	79.30	5.95	19.31	45.15	27.28	18.94	34.88	9.38	34.74	6.43	27.35
07/11/05	25.29	10.71	5.04	293.35	24.13	35.76	14.72	39.93	38.10	78.96	6.05	19.54	45.17	27.70	19.01	34.95	9.52	35.59	6.46	27.63
07/12/05	25.61	10.78	5.16	291.78	24.11	36.23	14.80	39.78	38.24	80.04	6.10	19.78	45.31	27.75	19.37	35.51	9.47	36.31	6.91	27.65
07/13/05	25.66	10.69	5.16	298.86	24.42	36.73	14.88	40.39	38.35	81.45	6.20	19.97	45.75	27.59	19.25	35.38	9.48	36.51	7.90	28.35
07/14/05	25.97	10.89	5.36	300.89	24.62	36.86	14.96	40.73	40.75	82.42	6.55	19.94	45.81	27.88	19.88	35.65	9.06	37.19	7.88	28.43
07/15/05	25.79	11.00	5.32	301.19	24.94	36.58	15.04	40.96	41.55	82.38	6.55	19.89	45.98	28.30	20.01	35.49	8.97	37.15	7.71	28.63
07/18/05	25.55	10.93	5.16	299.54	24.92	36.58	14.76	40.64	41.49	81.81	6.60	19.65	45.08	28.23	19.94	35.37	8.74	37.19	7.24	28.28
07/19/05	26.16	10.84	4.80	309.90	24.52	37.73	15.08	41.42	43.19	83.70	6.80	20.17	44.82	28.71	20.67	35.61	8.86	38.17	7.28	28.74
07/20/05	26.19	10.93	4.88	312.00	24.73	33.40	15.24	41.54	43.63	84.60	6.90	20.12	44.86	27.44	20.59	35.52	9.00	38.17	7.13	28.10
07/21/05	26.44	10.64	4.88	313.94	24.29	32.94	15.40	41.25	43.29	84.40	6.75	19.56	44.60	27.03	20.37	35.08	8.84	37.95	7.30	27.15
07/22/05	25.68	10.72	4.92	302.40	24.18	33.53	15.52	41.29	44.00	84.44	6.65	19.32	44.85	26.75	20.49	34.63	8.61	37.95	7.39	27.32
07/25/05	25.69	10.61	5.16	295.85	24.30	33.85	15.40	41.28	43.81	84.20	6.60	18.85	44.66	26.52	19.75	34.40	8.66	37.95	7.48	26.52
07/26/05	25.54	10.86	5.28	296.09	24.36	34.15	15.40	41.31	43.63	84.12	6.65	19.06	44.53	26.89	19.85	34.04	8.84	37.74	7.54	26.70
07/27/05	25.72	10.88	5.20	296.93	24.78	34.29	15.48	41.36	43.99	83.87	6.75	19.18	44.15	27.06	20.10	34.15	9.02	43.65	7.48	26.45
07/28/05	25.75	10.90	5.00	293.50	24.49	34.01	15.40	40.96	43.80	83.80	6.80	19.30	44.01	27.34	20.27	32.45	9.09	45.68	7.68	26.81
07/29/05	25.61	10.74	4.88	287.76	24.62	33.34	15.36	40.47	42.65	83.46	6.80	19.15	43.60	27.14	20.08	32.51	9.02	45.15	7.40	26.74
08/01/05	25.92	10.85	5.00	291.61	24.50	33.33	15.28	40.52	42.75	83.43	7.10	19.26	43.66	27.11	20.05	32.63	9.16	44.93	7.50	26.54
08/02/05	26.81	10.88	4.96	299.19	24.32	33.88	15.36	40.84	43.19	83.31	7.40	19.49	43.94	27.56	20.42	33.33	9.28	46.51	8.21	26.38
08/03/05	27.25	10.75	4.80	297.30	24.61	34.51	15.24	40.53	43.22	84.06	7.40	19.54	43.78	27.64	20.65	33.61	9.28	46.11	8.15	26.39
08/04/05	27.32	10.64	4.76	297.73	24.46	34.06	15.20	39.83	42.71	83.12	7.15	19.43	43.71	27.01	20.15	33.35	9.19	45.46	7.97	26.16
08/05/05	27.76	10.36	4.68	292.35	24.68	33.52	14.88	39.67	42.99	83.36	7.00	19.30	43.25	26.77	19.91	33.18	9.42	45.27	7.82	25.74
08/08/05	27.13	10.37	5.00	291.25	24.61	33.94	14.84	39.72	42.65	83.36	7.10	19.25	42.94	26.71	19.96	33.15	9.45	45.66	7.84	25.85
08/09/05	27.35	10.44	4.92	291.57	24.55	34.06	14.84	39.88	43.82	83.50	7.00	19.61	42.90	26.90	20.42	33.54	9.43	45.93	7.73	25.88
08/10/05	26.95	10.40	4.80	285.68	24.14	34.19	14.96	39.73	43.38	82.02	7.45	18.25	42.75	26.88	20.60	34.23	9.29	44.76	7.57	26.39
08/11/05	27.27	10.36	5.04	284.05	24.18	34.94	15.12	39.58	44.00	82.66	8.20	18.06	42.79	26.82	20.69	34.57	9.42	45.21	7.36	25.97
08/12/05	27.05	10.14	5.08	289.72	24.03	34.60	15.36	36.64	46.10	82.19	8.25	17.80	42.69	26.31	20.70	33.95	9.99	44.20	7.22	25.85
08/15/05	27.13	10.15	4.80	284.00	24.09	34.60	15.04	36.58	47.68	82.50	8.20	17.71	43.18	26.53	20.85	34.15	10.24	45.04	7.09	25.99
08/16/05	26.74	10.06	5.00	285.65	23.70	34.23	14.68	36.70	46.25	81.30	8.05	17.63	43.72	26.00	20.30	33.63	10.07	44.27	7.10	25.35
08/17/05	26.95	9.93	4.80	285.10	26.82	34.39	14.44	36.92	47.15	81.30	7.85	17.84	43.73	26.09	21.19	34.00	10.07	44.12	7.03	25.27
08/18/05	26.82	9.76	4.60	279.99	26.65	34.36	14.52	36.74	46.30	81.15	7.70	17.66	43.80	25.88	20.87	33.59	9.81	43.73	7.19	25.25
08/19/05	26.72	9.76	4.60	280.00	26.49	34.00	14.40	36.39	45.83	82.76	7.90	17.82	43.62	25.65	20.55	33.46	9.74	43.72	7.24	25.25
08/22/05	26.91	9.76	4.40	274.01	26.53	33.20	14.40	36.28	45.87	82.60	8.10	17.69	43.74	26.06	20.63	34.09	9.66	43.77	7.21	25.13
