"Date"	"MSFT"	"F"	"CRAY"	"GOOG"	"HPQ"	"YHOO"	"JAVA"	"DELL"	"AAPL"	"IBM"	"LNVGY"	"CSCO"	"BAC"	"INTC"	"AMD"	"SNE"	"NVDA"	"AMZN"	"CREAF"	"EK"
11/02/06	28.77	8.56	8.91	469.91	38.59	26.53	21.32	24.80	78.98	91.68	8.65	24.05	53.55	20.68	20.85	40.57	21.32	37.45	6.58	25.01
11/03/06	28.73	8.38	9.28	471.80	38.22	26.18	20.92	24.24	78.29	91.41	8.85	23.77	53.43	20.51	20.88	40.49	21.74	37.46	6.49	25.54
11/06/06	28.84	8.66	9.47	476.95	38.73	26.59	21.24	24.47	79.71	92.60	8.85	24.68	54.21	20.82	21.39	40.76	22.40	38.21	6.78	25.79
11/07/06	28.95	8.73	9.96	472.57	38.70	26.61	21.88	24.56	80.51	92.75	8.75	24.84	54.42	20.80	21.56	40.81	22.74	38.77	6.88	25.73
11/08/06	28.98	8.63	9.26	475.00	38.88	26.90	21.80	24.18	82.45	92.59	8.75	25.10	54.61	20.71	21.25	40.95	23.08	39.47	6.96	26.43
11/09/06	29.26	8.56	8.94	472.63	39.56	27.45	21.68	24.98	83.34	92.42	8.80	26.71	54.51	20.42	20.89	39.84	23.54	38.84	6.96	26.08
11/10/06	29.24	8.58	8.42	473.55	39.99	27.39	21.08	24.89	83.12	91.76	8.05	26.74	54.77	20.58	21.07	39.84	22.97	39.26	6.92	26.52
11/13/06	29.35	8.87	8.77	481.03	40.22	27.40	21.52	25.49	84.35	92.07	8.05	26.68	54.46	21.00	21.20	40.01	24.01	39.99	6.85	26.58
11/14/06	29.23	8.80	9.73	489.30	40.67	27.24	21.56	25.59	85.00	93.29	8.10	26.64	54.83	21.88	21.34	40.44	24.25	41.51	6.82	26.82
11/15/06	29.12	9.00	9.68	491.93	39.79	27.15	21.64	25.75	84.05	93.11	8.20	26.60	54.48	22.32	21.71	40.10	23.85	42.60	6.79	27.16
11/16/06	29.47	9.03	9.68	495.90	40.13	26.64	21.76	25.10	85.61	93.47	8.20	27.15	54.90	22.33	21.74	39.94	24.16	42.84	6.58	26.90
11/17/06	29.40	8.89	9.71	498.79	39.77	26.91	21.88	25.02	85.85	93.81	8.05	26.93	54.85	22.10	21.45	40.79	24.23	42.55	6.43	27.09
11/20/06	29.89	8.67	9.69	495.05	39.71	26.72	22.04	24.65	86.47	93.25	8.05	27.11	54.90	22.27	21.44	40.12	24.45	42.44	6.44	26.79
11/21/06	29.92	8.56	9.92	509.65	39.99	27.14	22.16	24.82	88.60	93.08	8.05	26.80	54.72	21.57	21.24	40.27	24.07	42.54	6.43	26.93
11/22/06	29.92	8.61	11.62	508.01	39.72	28.49	22.36	27.13	90.31	93.52	8.00	26.91	54.63	21.73	21.77	40.01	24.49	42.96	6.25	27.04
11/24/06	29.76	8.52	11.68	505.00	39.56	28.03	22.24	27.33	91.63	93.35	8.03	26.84	54.56	21.59	21.80	39.63	24.67	42.41	6.40	26.99
11/27/06	29.48	8.16	11.48	484.75	38.64	27.27	21.44	27.01	89.54	91.45	8.00	25.80	53.92	21.02	21.83	38.68	23.55	40.85	6.38	26.51
11/28/06	29.39	8.15	11.34	489.50	38.87	27.00	21.40	26.95	91.81	91.35	7.90	27.03	54.27	20.98	21.93	39.30	23.99	40.92	6.42	25.40
11/29/06	29.57	8.17	11.69	484.65	39.39	27.04	21.44	27.62	91.80	91.52	7.85	27.08	54.02	21.24	21.41	39.51	24.35	40.63	6.38	26.26
11/30/06	29.36	8.13	11.37	484.81	39.46	27.01	21.68	27.24	91.66	91.92	8.00	26.91	53.85	21.40	21.57	39.41	24.67	40.34	6.37	26.02
12/01/06	29.12	8.04	11.46	480.80	39.44	26.49	21.56	27.27	91.32	91.25	8.10	26.69	53.50	20.93	20.69	39.69	23.71	39.41	6.41	25.50
12/04/06	29.33	7.89	11.20	484.85	39.86	26.89	22.60	26.84	91.12	93.51	8.25	27.25	52.65	21.22	21.04	39.78	24.67	39.10	6.45	26.13
12/05/06	29.13	7.68	10.77	487.00	39.91	27.43	21.96	26.90	91.27	94.48	8.25	27.04	52.79	21.12	21.34	39.61	24.41	38.98	6.42	26.19
12/06/06	28.99	7.36	10.83	488.71	40.14	26.86	22.28	26.58	89.83	94.12	8.15	27.09	52.69	20.90	21.49	39.74	24.38	38.90	6.42	26.15
12/07/06	28.85	7.16	10.63	482.64	39.86	26.63	22.72	26.42	87.04	94.23	8.15	26.88	52.49	20.65	21.05	39.90	23.79	38.12	6.39	26.16
12/08/06	29.40	7.23	10.32	484.11	39.64	26.34	22.92	26.32	88.26	93.86	8.10	26.98	51.66	20.68	20.93	40.10	23.71	38.46	6.37	25.69
12/11/06	29.54	7.24	10.09	483.93	40.01	26.49	22.92	26.73	88.75	93.64	8.00	27.11	52.55	20.70	20.69	40.41	24.12	38.69	6.33	25.89
12/12/06	29.43	7.09	10.05	481.78	39.83	26.75	22.56	26.20	86.14	94.12	7.90	27.08	52.80	20.73	20.47	41.01	23.87	38.46	6.31	25.83
12/13/06	29.55	6.88	10.45	478.99	39.67	26.60	22.28	26.07	89.05	94.77	7.85	27.25	53.09	20.70	20.17	41.75	24.15	38.50	6.37	26.13
12/14/06	30.07	7.11	10.80	482.12	39.91	26.87	22.44	26.87	88.55	95.36	7.95	27.31	53.17	20.77	22.71	42.82	24.58	39.02	6.43	26.32
12/15/06	30.19	7.08	10.85	480.30	39.94	26.90	22.60	26.53	87.72	95.30	7.85	27.56	53.32	20.96	22.12	43.41	25.01	40.01	6.43	26.35
12/18/06	29.89	7.03	10.72	462.80	40.03	26.30	22.24	26.39	85.47	95.44	7.85	27.61	53.63	20.84	21.97	43.15	25.45	39.26	6.43	26.10
12/19/06	29.99	7.18	10.56	468.63	40.43	26.41	22.20	26.13	86.31	96.00	7.80	27.63	53.58	20.66	21.64	42.88	25.81	39.42	6.37	26.09
12/20/06	30.09	7.33	10.99	462.90	41.34	25.59	22.32	25.77	84.76	96.00	7.85	27.39	53.66	20.60	21.85	43.00	25.52	40.01	6.38	26.19
12/21/06	29.98	7.31	11.20	456.20	40.80	25.48	22.00	25.46	82.90	95.91	7.90	27.29	53.51	20.37	20.95	42.94	25.30	39.89	6.38	25.80
12/22/06	29.64	7.42	11.33	455.58	40.63	25.55	21.84	25.45	82.20	95.25	7.85	26.93	53.35	20.08	20.77	42.68	24.70	40.24	6.42	25.57
12/26/06	29.99	7.49	11.25	457.53	40.93	25.45	22.04	25.49	81.51	95.66	7.85	27.19	53.70	20.15	20.60	42.91	24.69	39.80	6.46	25.92
12/27/06	30.02	7.58	11.79	468.03	41.60	25.75	22.32	25.46	81.52	97.20	7.90	27.30	53.77	20.40	20.70	43.35	25.02	40.29	6.46	26.39
12/28/06	29.98	7.50	11.86	462.56	41.36	25.36	22.08	25.24	80.87	96.97	8.05	27.42	53.65	20.42	20.57	43.18	24.84	40.21	6.53	25.78
12/29/06	29.86	7.51	11.88	460.48	41.19	25.54	21.68	25.09	84.84	97.15	8.10	27.33	53.39	20.25	20.35	42.83	24.69	39.46	6.61	25.80
